date,airline,flight_no,dep_time,bucket,capacity,booked,seats_available,distance_km,month
2025-06-29,LATAM,LA5132,09:00:00,06:00-10:00,144,105,39,360,2025-06
2025-06-29,LATAM,LA4858,09:00:00,06:00-10:00,144,106,38,360,2025-06
2025-06-29,LATAM,LA8516,06:00:00,06:00-10:00,144,97,47,360,2025-06
2025-06-29,LATAM,LA3991,08:55:00,06:00-10:00,174,163,11,360,2025-06
2025-06-29,LATAM,LA2896,06:35:00,06:00-10:00,186,173,13,360,2025-06
2025-06-29,LATAM,LA4225,12:35:00,12:00-16:00,186,126,60,360,2025-06
2025-06-29,LATAM,LA4801,14:00:00,12:00-16:00,136,123,13,360,2025-06
2025-06-29,LATAM,LA3001,12:55:00,12:00-16:00,136,100,36,360,2025-06
2025-06-29,LATAM,LA6895,16:15:00,16:00-20:00,162,142,20,360,2025-06
2025-06-29,LATAM,LA6573,17:45:00,16:00-20:00,144,99,45,360,2025-06
2025-06-29,GOL,GO1062,08:15:00,06:00-10:00,174,115,59,360,2025-06
2025-06-29,GOL,GO8741,10:05:00,10:00-12:00,186,162,24,360,2025-06
2025-06-29,GOL,GO6400,12:20:00,12:00-16:00,144,102,42,360,2025-06
2025-06-29,GOL,GO9503,17:30:00,16:00-20:00,144,125,19,360,2025-06
2025-06-29,GOL,GO9211,18:45:00,16:00-20:00,162,109,53,360,2025-06
2025-06-29,GOL,GO8059,18:55:00,16:00-20:00,174,119,55,360,2025-06
2025-06-29,GOL,GO8399,17:35:00,16:00-20:00,174,147,27,360,2025-06
2025-06-29,GOL,GO4540,17:15:00,16:00-20:00,186,163,23,360,2025-06
2025-06-29,GOL,GO7952,03:05:00,20:00-06:00,136,116,20,360,2025-06
2025-06-29,Azul,AZ3802,09:55:00,06:00-10:00,162,139,23,360,2025-06
2025-06-29,Azul,AZ4534,07:25:00,06:00-10:00,144,127,17,360,2025-06
2025-06-29,Azul,AZ7813,08:15:00,06:00-10:00,186,142,44,360,2025-06
2025-06-29,Azul,AZ6078,12:25:00,12:00-16:00,162,145,17,360,2025-06
2025-06-29,Azul,AZ9799,12:45:00,12:00-16:00,186,139,47,360,2025-06
2025-06-29,Azul,AZ3399,16:45:00,16:00-20:00,162,150,12,360,2025-06
2025-06-30,LATAM,LA6215,14:35:00,12:00-16:00,144,101,43,360,2025-06
2025-06-30,LATAM,LA5034,17:55:00,16:00-20:00,186,168,18,360,2025-06
2025-06-30,LATAM,LA6075,16:45:00,16:00-20:00,174,147,27,360,2025-06
2025-06-30,LATAM,LA9651,17:30:00,16:00-20:00,162,135,27,360,2025-06
2025-06-30,LATAM,LA9396,16:40:00,16:00-20:00,136,126,10,360,2025-06
2025-06-30,LATAM,LA8650,19:15:00,16:00-20:00,174,132,42,360,2025-06
2025-06-30,LATAM,LA5895,04:20:00,20:00-06:00,162,122,40,360,2025-06
2025-06-30,LATAM,LA1443,20:45:00,20:00-06:00,186,142,44,360,2025-06
2025-06-30,LATAM,LA4697,20:50:00,20:00-06:00,136,118,18,360,2025-06
2025-06-30,LATAM,LA8386,00:15:00,20:00-06:00,162,142,20,360,2025-06
2025-06-30,GOL,GO5201,07:45:00,06:00-10:00,136,97,39,360,2025-06
2025-06-30,GOL,GO9259,06:40:00,06:00-10:00,174,142,32,360,2025-06
2025-06-30,GOL,GO7826,11:10:00,10:00-12:00,162,108,54,360,2025-06
2025-06-30,GOL,GO6286,10:10:00,10:00-12:00,162,121,41,360,2025-06
2025-06-30,GOL,GO5930,11:05:00,10:00-12:00,162,149,13,360,2025-06
2025-06-30,GOL,GO4662,13:00:00,12:00-16:00,174,151,23,360,2025-06
2025-06-30,GOL,GO6537,17:25:00,16:00-20:00,144,129,15,360,2025-06
2025-06-30,GOL,GO8681,18:40:00,16:00-20:00,162,145,17,360,2025-06
2025-06-30,GOL,GO4993,22:00:00,20:00-06:00,136,124,12,360,2025-06
2025-06-30,Azul,AZ8199,10:50:00,10:00-12:00,136,126,10,360,2025-06
2025-06-30,Azul,AZ4321,19:35:00,16:00-20:00,174,159,15,360,2025-06
2025-06-30,Azul,AZ9880,16:20:00,16:00-20:00,186,124,62,360,2025-06
2025-06-30,Azul,AZ2655,18:35:00,16:00-20:00,162,139,23,360,2025-06
2025-06-30,Azul,AZ8720,19:55:00,16:00-20:00,174,147,27,360,2025-06
2025-06-30,Azul,AZ1533,23:45:00,20:00-06:00,186,128,58,360,2025-06
2025-07-01,LATAM,LA8805,07:45:00,06:00-10:00,136,107,29,360,2025-07
2025-07-01,LATAM,LA3362,11:15:00,10:00-12:00,174,158,16,360,2025-07
2025-07-01,LATAM,LA9379,11:25:00,10:00-12:00,144,106,38,360,2025-07
2025-07-01,LATAM,LA8950,10:30:00,10:00-12:00,174,154,20,360,2025-07
2025-07-01,LATAM,LA4691,12:00:00,12:00-16:00,186,162,24,360,2025-07
2025-07-01,LATAM,LA9799,17:05:00,16:00-20:00,162,124,38,360,2025-07
2025-07-01,LATAM,LA9384,16:10:00,16:00-20:00,174,160,14,360,2025-07
2025-07-01,LATAM,LA2735,16:05:00,16:00-20:00,162,131,31,360,2025-07
2025-07-01,LATAM,LA7010,19:30:00,16:00-20:00,162,142,20,360,2025-07
2025-07-01,LATAM,LA5812,18:10:00,16:00-20:00,162,142,20,360,2025-07
2025-07-01,GOL,GO6066,07:45:00,06:00-10:00,162,151,11,360,2025-07
2025-07-01,GOL,GO7282,09:45:00,06:00-10:00,186,161,25,360,2025-07
2025-07-01,GOL,GO2301,09:35:00,06:00-10:00,136,120,16,360,2025-07
2025-07-01,GOL,GO9133,12:35:00,12:00-16:00,186,158,28,360,2025-07
2025-07-01,GOL,GO4330,15:40:00,12:00-16:00,162,119,43,360,2025-07
2025-07-01,GOL,GO5728,12:00:00,12:00-16:00,144,134,10,360,2025-07
2025-07-01,GOL,GO9369,15:00:00,12:00-16:00,162,119,43,360,2025-07
2025-07-01,GOL,GO9280,16:55:00,16:00-20:00,186,175,11,360,2025-07
2025-07-01,GOL,GO3724,18:00:00,16:00-20:00,144,132,12,360,2025-07
2025-07-01,Azul,AZ6673,08:30:00,06:00-10:00,186,161,25,360,2025-07
2025-07-01,Azul,AZ2588,07:30:00,06:00-10:00,162,125,37,360,2025-07
2025-07-01,Azul,AZ9435,11:10:00,10:00-12:00,174,161,13,360,2025-07
2025-07-01,Azul,AZ2513,19:00:00,16:00-20:00,174,122,52,360,2025-07
2025-07-01,Azul,AZ6773,19:40:00,16:00-20:00,174,149,25,360,2025-07
2025-07-01,Azul,AZ2426,03:50:00,20:00-06:00,162,128,34,360,2025-07
2025-07-02,LATAM,LA5664,11:00:00,10:00-12:00,174,137,37,360,2025-07
2025-07-02,LATAM,LA5389,12:20:00,12:00-16:00,174,151,23,360,2025-07
2025-07-02,LATAM,LA9085,14:50:00,12:00-16:00,174,141,33,360,2025-07
2025-07-02,LATAM,LA5054,12:10:00,12:00-16:00,186,168,18,360,2025-07
2025-07-02,LATAM,LA5100,18:40:00,16:00-20:00,174,141,33,360,2025-07
2025-07-02,LATAM,LA5085,17:55:00,16:00-20:00,162,132,30,360,2025-07
2025-07-02,LATAM,LA5242,18:00:00,16:00-20:00,144,97,47,360,2025-07
2025-07-02,LATAM,LA2073,17:15:00,16:00-20:00,144,121,23,360,2025-07
2025-07-02,LATAM,LA8910,21:05:00,20:00-06:00,144,127,17,360,2025-07
2025-07-02,LATAM,LA5993,20:00:00,20:00-06:00,162,146,16,360,2025-07
2025-07-02,GOL,GO3392,07:30:00,06:00-10:00,162,115,47,360,2025-07
2025-07-02,GOL,GO2061,06:25:00,06:00-10:00,174,157,17,360,2025-07
2025-07-02,GOL,GO5411,07:30:00,06:00-10:00,144,136,8,360,2025-07
2025-07-02,GOL,GO5286,14:15:00,12:00-16:00,186,153,33,360,2025-07
2025-07-02,GOL,GO7649,16:30:00,16:00-20:00,136,117,19,360,2025-07
2025-07-02,GOL,GO7236,19:25:00,16:00-20:00,162,107,55,360,2025-07
2025-07-02,GOL,GO1493,16:20:00,16:00-20:00,136,116,20,360,2025-07
2025-07-02,GOL,GO4824,16:00:00,16:00-20:00,144,129,15,360,2025-07
2025-07-02,GOL,GO4330,21:15:00,20:00-06:00,174,151,23,360,2025-07
2025-07-02,Azul,AZ6164,06:10:00,06:00-10:00,174,138,36,360,2025-07
2025-07-02,Azul,AZ4689,06:15:00,06:00-10:00,186,139,47,360,2025-07
2025-07-02,Azul,AZ1809,11:55:00,10:00-12:00,136,98,38,360,2025-07
2025-07-02,Azul,AZ9053,14:50:00,12:00-16:00,174,143,31,360,2025-07
2025-07-02,Azul,AZ8077,17:55:00,16:00-20:00,144,95,49,360,2025-07
2025-07-02,Azul,AZ9142,17:50:00,16:00-20:00,186,125,61,360,2025-07
2025-07-03,LATAM,LA7726,09:00:00,06:00-10:00,136,110,26,360,2025-07
2025-07-03,LATAM,LA7966,09:15:00,06:00-10:00,144,134,10,360,2025-07
2025-07-03,LATAM,LA9931,06:50:00,06:00-10:00,136,93,43,360,2025-07
2025-07-03,LATAM,LA1723,14:20:00,12:00-16:00,162,152,10,360,2025-07
2025-07-03,LATAM,LA7793,12:15:00,12:00-16:00,162,121,41,360,2025-07
2025-07-03,LATAM,LA6091,14:45:00,12:00-16:00,136,110,26,360,2025-07
2025-07-03,LATAM,LA7129,19:55:00,16:00-20:00,186,140,46,360,2025-07
2025-07-03,LATAM,LA5146,19:10:00,16:00-20:00,136,97,39,360,2025-07
2025-07-03,LATAM,LA7953,21:15:00,20:00-06:00,144,96,48,360,2025-07
2025-07-03,LATAM,LA6898,23:50:00,20:00-06:00,162,146,16,360,2025-07
2025-07-03,GOL,GO1135,08:15:00,06:00-10:00,186,122,64,360,2025-07
2025-07-03,GOL,GO1240,10:50:00,10:00-12:00,136,103,33,360,2025-07
2025-07-03,GOL,GO4521,11:35:00,10:00-12:00,136,128,8,360,2025-07
2025-07-03,GOL,GO2545,15:30:00,12:00-16:00,162,126,36,360,2025-07
2025-07-03,GOL,GO4050,12:15:00,12:00-16:00,186,156,30,360,2025-07
2025-07-03,GOL,GO5594,16:25:00,16:00-20:00,162,132,30,360,2025-07
2025-07-03,GOL,GO7115,17:30:00,16:00-20:00,136,103,33,360,2025-07
2025-07-03,GOL,GO6728,16:15:00,16:00-20:00,136,111,25,360,2025-07
2025-07-03,GOL,GO8110,19:50:00,16:00-20:00,136,106,30,360,2025-07
2025-07-03,Azul,AZ2676,06:30:00,06:00-10:00,186,142,44,360,2025-07
2025-07-03,Azul,AZ2550,06:15:00,06:00-10:00,162,123,39,360,2025-07
2025-07-03,Azul,AZ7684,11:55:00,10:00-12:00,186,167,19,360,2025-07
2025-07-03,Azul,AZ1586,15:45:00,12:00-16:00,136,92,44,360,2025-07
2025-07-03,Azul,AZ1475,19:50:00,16:00-20:00,174,162,12,360,2025-07
2025-07-03,Azul,AZ6188,16:15:00,16:00-20:00,186,166,20,360,2025-07
2025-07-04,LATAM,LA7989,08:00:00,06:00-10:00,174,130,44,360,2025-07
2025-07-04,LATAM,LA3394,09:00:00,06:00-10:00,144,116,28,360,2025-07
2025-07-04,LATAM,LA3038,17:20:00,16:00-20:00,174,154,20,360,2025-07
2025-07-04,LATAM,LA2470,16:10:00,16:00-20:00,162,120,42,360,2025-07
2025-07-04,LATAM,LA9516,16:30:00,16:00-20:00,144,106,38,360,2025-07
2025-07-04,LATAM,LA8781,16:45:00,16:00-20:00,144,111,33,360,2025-07
2025-07-04,LATAM,LA5554,17:15:00,16:00-20:00,174,119,55,360,2025-07
2025-07-04,LATAM,LA6943,01:15:00,20:00-06:00,144,106,38,360,2025-07
2025-07-04,LATAM,LA5564,22:00:00,20:00-06:00,162,123,39,360,2025-07
2025-07-04,LATAM,LA5939,21:25:00,20:00-06:00,174,116,58,360,2025-07
2025-07-04,GOL,GO7317,09:40:00,06:00-10:00,144,128,16,360,2025-07
2025-07-04,GOL,GO5127,07:15:00,06:00-10:00,174,140,34,360,2025-07
2025-07-04,GOL,GO2923,08:15:00,06:00-10:00,186,121,65,360,2025-07
2025-07-04,GOL,GO9348,08:55:00,06:00-10:00,186,150,36,360,2025-07
2025-07-04,GOL,GO5494,12:05:00,12:00-16:00,162,139,23,360,2025-07
2025-07-04,GOL,GO6829,13:50:00,12:00-16:00,186,138,48,360,2025-07
2025-07-04,GOL,GO6397,12:50:00,12:00-16:00,144,123,21,360,2025-07
2025-07-04,GOL,GO9992,19:10:00,16:00-20:00,162,130,32,360,2025-07
2025-07-04,GOL,GO5735,21:00:00,20:00-06:00,186,151,35,360,2025-07
2025-07-04,Azul,AZ6001,11:30:00,10:00-12:00,144,129,15,360,2025-07
2025-07-04,Azul,AZ4552,15:10:00,12:00-16:00,186,152,34,360,2025-07
2025-07-04,Azul,AZ4088,18:15:00,16:00-20:00,162,134,28,360,2025-07
2025-07-04,Azul,AZ2668,17:55:00,16:00-20:00,144,112,32,360,2025-07
2025-07-04,Azul,AZ7116,19:25:00,16:00-20:00,162,153,9,360,2025-07
2025-07-04,Azul,AZ8173,21:15:00,20:00-06:00,186,142,44,360,2025-07
2025-07-05,LATAM,LA7160,06:05:00,06:00-10:00,186,143,43,360,2025-07
2025-07-05,LATAM,LA1313,07:55:00,06:00-10:00,174,123,51,360,2025-07
2025-07-05,LATAM,LA5453,13:40:00,12:00-16:00,144,94,50,360,2025-07
2025-07-05,LATAM,LA2943,15:35:00,12:00-16:00,144,111,33,360,2025-07
2025-07-05,LATAM,LA9459,15:30:00,12:00-16:00,144,129,15,360,2025-07
2025-07-05,LATAM,LA9761,19:25:00,16:00-20:00,136,126,10,360,2025-07
2025-07-05,LATAM,LA4001,17:40:00,16:00-20:00,174,149,25,360,2025-07
2025-07-05,LATAM,LA7187,16:00:00,16:00-20:00,174,145,29,360,2025-07
2025-07-05,LATAM,LA2041,18:00:00,16:00-20:00,136,98,38,360,2025-07
2025-07-05,LATAM,LA2701,19:05:00,16:00-20:00,162,145,17,360,2025-07
2025-07-05,GOL,GO6569,09:45:00,06:00-10:00,186,141,45,360,2025-07
2025-07-05,GOL,GO7773,07:30:00,06:00-10:00,174,146,28,360,2025-07
2025-07-05,GOL,GO2325,06:00:00,06:00-10:00,144,117,27,360,2025-07
2025-07-05,GOL,GO4741,11:55:00,10:00-12:00,136,104,32,360,2025-07
2025-07-05,GOL,GO5237,10:35:00,10:00-12:00,144,129,15,360,2025-07
2025-07-05,GOL,GO5634,10:00:00,10:00-12:00,136,99,37,360,2025-07
2025-07-05,GOL,GO8149,14:40:00,12:00-16:00,136,127,9,360,2025-07
2025-07-05,GOL,GO6892,12:30:00,12:00-16:00,162,144,18,360,2025-07
2025-07-05,GOL,GO8370,18:50:00,16:00-20:00,186,159,27,360,2025-07
2025-07-05,Azul,AZ1469,08:25:00,06:00-10:00,162,113,49,360,2025-07
2025-07-05,Azul,AZ5608,10:20:00,10:00-12:00,174,149,25,360,2025-07
2025-07-05,Azul,AZ8114,11:40:00,10:00-12:00,174,131,43,360,2025-07
2025-07-05,Azul,AZ4446,10:55:00,10:00-12:00,174,160,14,360,2025-07
2025-07-05,Azul,AZ1812,13:45:00,12:00-16:00,144,124,20,360,2025-07
2025-07-05,Azul,AZ3690,15:15:00,12:00-16:00,186,168,18,360,2025-07
2025-07-06,LATAM,LA9071,08:00:00,06:00-10:00,174,135,39,360,2025-07
2025-07-06,LATAM,LA9794,06:30:00,06:00-10:00,136,112,24,360,2025-07
2025-07-06,LATAM,LA4385,08:55:00,06:00-10:00,186,138,48,360,2025-07
2025-07-06,LATAM,LA8765,11:45:00,10:00-12:00,162,148,14,360,2025-07
2025-07-06,LATAM,LA3723,10:05:00,10:00-12:00,186,156,30,360,2025-07
2025-07-06,LATAM,LA1799,15:00:00,12:00-16:00,144,108,36,360,2025-07
2025-07-06,LATAM,LA6592,14:50:00,12:00-16:00,162,140,22,360,2025-07
2025-07-06,LATAM,LA7489,13:40:00,12:00-16:00,186,159,27,360,2025-07
2025-07-06,LATAM,LA4980,12:15:00,12:00-16:00,174,163,11,360,2025-07
2025-07-06,LATAM,LA7125,19:50:00,16:00-20:00,136,112,24,360,2025-07
2025-07-06,GOL,GO7519,11:55:00,10:00-12:00,174,149,25,360,2025-07
2025-07-06,GOL,GO4326,13:50:00,12:00-16:00,162,148,14,360,2025-07
2025-07-06,GOL,GO8491,14:45:00,12:00-16:00,144,96,48,360,2025-07
2025-07-06,GOL,GO5754,13:30:00,12:00-16:00,174,126,48,360,2025-07
2025-07-06,GOL,GO2140,14:55:00,12:00-16:00,186,142,44,360,2025-07
2025-07-06,GOL,GO4830,19:00:00,16:00-20:00,186,126,60,360,2025-07
2025-07-06,GOL,GO7728,18:50:00,16:00-20:00,144,105,39,360,2025-07
2025-07-06,GOL,GO7913,17:45:00,16:00-20:00,186,138,48,360,2025-07
2025-07-06,GOL,GO1148,17:35:00,16:00-20:00,174,162,12,360,2025-07
2025-07-06,Azul,AZ2409,07:55:00,06:00-10:00,144,136,8,360,2025-07
2025-07-06,Azul,AZ4843,09:10:00,06:00-10:00,174,121,53,360,2025-07
2025-07-06,Azul,AZ1385,08:55:00,06:00-10:00,144,129,15,360,2025-07
2025-07-06,Azul,AZ2879,07:00:00,06:00-10:00,162,117,45,360,2025-07
2025-07-06,Azul,AZ4861,15:20:00,12:00-16:00,144,120,24,360,2025-07
2025-07-06,Azul,AZ7915,02:45:00,20:00-06:00,136,129,7,360,2025-07
2025-07-07,LATAM,LA1191,08:20:00,06:00-10:00,186,159,27,360,2025-07
2025-07-07,LATAM,LA9764,06:40:00,06:00-10:00,136,92,44,360,2025-07
2025-07-07,LATAM,LA3365,11:50:00,10:00-12:00,186,170,16,360,2025-07
2025-07-07,LATAM,LA8739,13:45:00,12:00-16:00,162,138,24,360,2025-07
2025-07-07,LATAM,LA2041,13:00:00,12:00-16:00,144,133,11,360,2025-07
2025-07-07,LATAM,LA1219,12:20:00,12:00-16:00,186,170,16,360,2025-07
2025-07-07,LATAM,LA4837,16:20:00,16:00-20:00,136,94,42,360,2025-07
2025-07-07,LATAM,LA8812,19:40:00,16:00-20:00,162,120,42,360,2025-07
2025-07-07,LATAM,LA5286,19:25:00,16:00-20:00,186,138,48,360,2025-07
2025-07-07,LATAM,LA1951,18:45:00,16:00-20:00,162,132,30,360,2025-07
2025-07-07,GOL,GO6998,09:05:00,06:00-10:00,144,126,18,360,2025-07
2025-07-07,GOL,GO4303,08:55:00,06:00-10:00,136,93,43,360,2025-07
2025-07-07,GOL,GO3715,09:45:00,06:00-10:00,162,143,19,360,2025-07
2025-07-07,GOL,GO8546,10:20:00,10:00-12:00,144,116,28,360,2025-07
2025-07-07,GOL,GO7609,11:20:00,10:00-12:00,144,97,47,360,2025-07
2025-07-07,GOL,GO5624,10:10:00,10:00-12:00,162,146,16,360,2025-07
2025-07-07,GOL,GO2442,14:25:00,12:00-16:00,162,126,36,360,2025-07
2025-07-07,GOL,GO1673,18:00:00,16:00-20:00,186,164,22,360,2025-07
2025-07-07,GOL,GO8499,19:30:00,16:00-20:00,186,148,38,360,2025-07
2025-07-07,Azul,AZ7827,06:00:00,06:00-10:00,186,138,48,360,2025-07
2025-07-07,Azul,AZ2432,12:55:00,12:00-16:00,162,124,38,360,2025-07
2025-07-07,Azul,AZ6172,18:25:00,16:00-20:00,186,125,61,360,2025-07
2025-07-07,Azul,AZ5798,18:15:00,16:00-20:00,136,120,16,360,2025-07
2025-07-07,Azul,AZ2811,16:15:00,16:00-20:00,162,139,23,360,2025-07
2025-07-07,Azul,AZ5398,23:30:00,20:00-06:00,136,126,10,360,2025-07
2025-07-08,LATAM,LA1143,10:30:00,10:00-12:00,186,169,17,360,2025-07
2025-07-08,LATAM,LA7614,11:35:00,10:00-12:00,174,158,16,360,2025-07
2025-07-08,LATAM,LA6353,10:20:00,10:00-12:00,144,98,46,360,2025-07
2025-07-08,LATAM,LA8263,12:45:00,12:00-16:00,144,135,9,360,2025-07
2025-07-08,LATAM,LA3395,14:00:00,12:00-16:00,186,173,13,360,2025-07
2025-07-08,LATAM,LA9339,15:25:00,12:00-16:00,144,107,37,360,2025-07
2025-07-08,LATAM,LA4016,17:35:00,16:00-20:00,144,103,41,360,2025-07
2025-07-08,LATAM,LA2514,17:45:00,16:00-20:00,144,133,11,360,2025-07
2025-07-08,LATAM,LA2003,17:05:00,16:00-20:00,162,106,56,360,2025-07
2025-07-08,LATAM,LA5312,18:55:00,16:00-20:00,186,128,58,360,2025-07
2025-07-08,GOL,GO1672,07:50:00,06:00-10:00,162,129,33,360,2025-07
2025-07-08,GOL,GO8309,08:00:00,06:00-10:00,136,126,10,360,2025-07
2025-07-08,GOL,GO7978,08:40:00,06:00-10:00,144,101,43,360,2025-07
2025-07-08,GOL,GO4098,11:00:00,10:00-12:00,144,121,23,360,2025-07
2025-07-08,GOL,GO9895,11:15:00,10:00-12:00,186,130,56,360,2025-07
2025-07-08,GOL,GO3097,14:20:00,12:00-16:00,136,113,23,360,2025-07
2025-07-08,GOL,GO8557,12:50:00,12:00-16:00,136,103,33,360,2025-07
2025-07-08,GOL,GO7579,19:25:00,16:00-20:00,162,120,42,360,2025-07
2025-07-08,GOL,GO4691,17:35:00,16:00-20:00,144,120,24,360,2025-07
2025-07-08,Azul,AZ9417,09:15:00,06:00-10:00,174,124,50,360,2025-07
2025-07-08,Azul,AZ8735,07:40:00,06:00-10:00,144,134,10,360,2025-07
2025-07-08,Azul,AZ1706,08:35:00,06:00-10:00,174,164,10,360,2025-07
2025-07-08,Azul,AZ2272,09:10:00,06:00-10:00,136,112,24,360,2025-07
2025-07-08,Azul,AZ6178,18:05:00,16:00-20:00,136,98,38,360,2025-07
2025-07-08,Azul,AZ4910,16:30:00,16:00-20:00,174,117,57,360,2025-07
2025-07-09,LATAM,LA4005,06:05:00,06:00-10:00,174,123,51,360,2025-07
2025-07-09,LATAM,LA3831,09:15:00,06:00-10:00,162,141,21,360,2025-07
2025-07-09,LATAM,LA6432,11:25:00,10:00-12:00,136,112,24,360,2025-07
2025-07-09,LATAM,LA4714,13:05:00,12:00-16:00,186,159,27,360,2025-07
2025-07-09,LATAM,LA3897,14:00:00,12:00-16:00,144,100,44,360,2025-07
2025-07-09,LATAM,LA2244,14:15:00,12:00-16:00,144,134,10,360,2025-07
2025-07-09,LATAM,LA1489,17:15:00,16:00-20:00,174,147,27,360,2025-07
2025-07-09,LATAM,LA8097,18:15:00,16:00-20:00,174,121,53,360,2025-07
2025-07-09,LATAM,LA4423,16:35:00,16:00-20:00,174,128,46,360,2025-07
2025-07-09,LATAM,LA9481,17:00:00,16:00-20:00,174,143,31,360,2025-07
2025-07-09,GOL,GO3207,06:05:00,06:00-10:00,144,127,17,360,2025-07
2025-07-09,GOL,GO5292,09:00:00,06:00-10:00,174,150,24,360,2025-07
2025-07-09,GOL,GO6990,08:10:00,06:00-10:00,174,140,34,360,2025-07
2025-07-09,GOL,GO4035,06:45:00,06:00-10:00,186,175,11,360,2025-07
2025-07-09,GOL,GO2708,06:40:00,06:00-10:00,174,124,50,360,2025-07
2025-07-09,GOL,GO7370,10:05:00,10:00-12:00,136,99,37,360,2025-07
2025-07-09,GOL,GO1226,17:05:00,16:00-20:00,144,94,50,360,2025-07
2025-07-09,GOL,GO5208,17:40:00,16:00-20:00,174,150,24,360,2025-07
2025-07-09,GOL,GO7581,04:35:00,20:00-06:00,136,127,9,360,2025-07
2025-07-09,Azul,AZ1689,08:40:00,06:00-10:00,136,121,15,360,2025-07
2025-07-09,Azul,AZ5764,07:00:00,06:00-10:00,186,132,54,360,2025-07
2025-07-09,Azul,AZ3164,16:10:00,16:00-20:00,144,116,28,360,2025-07
2025-07-09,Azul,AZ8948,23:30:00,20:00-06:00,162,112,50,360,2025-07
2025-07-09,Azul,AZ2460,20:00:00,20:00-06:00,174,124,50,360,2025-07
2025-07-09,Azul,AZ3360,22:25:00,20:00-06:00,136,98,38,360,2025-07
2025-07-10,LATAM,LA8262,07:00:00,06:00-10:00,136,123,13,360,2025-07
2025-07-10,LATAM,LA7919,14:10:00,12:00-16:00,186,127,59,360,2025-07
2025-07-10,LATAM,LA7098,15:10:00,12:00-16:00,186,122,64,360,2025-07
2025-07-10,LATAM,LA4315,12:20:00,12:00-16:00,186,123,63,360,2025-07
2025-07-10,LATAM,LA2070,13:15:00,12:00-16:00,144,122,22,360,2025-07
2025-07-10,LATAM,LA1051,18:55:00,16:00-20:00,174,156,18,360,2025-07
2025-07-10,LATAM,LA8641,19:35:00,16:00-20:00,162,118,44,360,2025-07
2025-07-10,LATAM,LA6012,05:50:00,20:00-06:00,136,129,7,360,2025-07
2025-07-10,LATAM,LA5852,20:05:00,20:00-06:00,136,116,20,360,2025-07
2025-07-10,LATAM,LA4478,04:50:00,20:00-06:00,144,99,45,360,2025-07
2025-07-10,GOL,GO9582,09:40:00,06:00-10:00,174,122,52,360,2025-07
2025-07-10,GOL,GO9039,09:25:00,06:00-10:00,136,102,34,360,2025-07
2025-07-10,GOL,GO7960,08:30:00,06:00-10:00,186,146,40,360,2025-07
2025-07-10,GOL,GO9574,11:30:00,10:00-12:00,186,141,45,360,2025-07
2025-07-10,GOL,GO9231,11:20:00,10:00-12:00,186,130,56,360,2025-07
2025-07-10,GOL,GO8427,10:55:00,10:00-12:00,144,94,50,360,2025-07
2025-07-10,GOL,GO3447,11:20:00,10:00-12:00,162,130,32,360,2025-07
2025-07-10,GOL,GO7796,14:35:00,12:00-16:00,174,131,43,360,2025-07
2025-07-10,GOL,GO5291,16:50:00,16:00-20:00,186,147,39,360,2025-07
2025-07-10,Azul,AZ4974,07:55:00,06:00-10:00,186,131,55,360,2025-07
2025-07-10,Azul,AZ1097,09:20:00,06:00-10:00,162,133,29,360,2025-07
2025-07-10,Azul,AZ9157,13:15:00,12:00-16:00,186,166,20,360,2025-07
2025-07-10,Azul,AZ5561,12:55:00,12:00-16:00,162,108,54,360,2025-07
2025-07-10,Azul,AZ3306,19:10:00,16:00-20:00,136,122,14,360,2025-07
2025-07-10,Azul,AZ1116,17:15:00,16:00-20:00,136,125,11,360,2025-07
2025-07-11,LATAM,LA2840,07:30:00,06:00-10:00,144,115,29,360,2025-07
2025-07-11,LATAM,LA2964,08:55:00,06:00-10:00,162,139,23,360,2025-07
2025-07-11,LATAM,LA1550,06:40:00,06:00-10:00,186,150,36,360,2025-07
2025-07-11,LATAM,LA5375,07:00:00,06:00-10:00,174,138,36,360,2025-07
2025-07-11,LATAM,LA7067,10:05:00,10:00-12:00,144,135,9,360,2025-07
2025-07-11,LATAM,LA2566,15:45:00,12:00-16:00,136,117,19,360,2025-07
2025-07-11,LATAM,LA5386,16:30:00,16:00-20:00,136,116,20,360,2025-07
2025-07-11,LATAM,LA2869,19:05:00,16:00-20:00,162,135,27,360,2025-07
2025-07-11,LATAM,LA1753,19:40:00,16:00-20:00,162,138,24,360,2025-07
2025-07-11,LATAM,LA4021,19:55:00,16:00-20:00,144,115,29,360,2025-07
2025-07-11,GOL,GO3707,07:25:00,06:00-10:00,162,121,41,360,2025-07
2025-07-11,GOL,GO4478,09:10:00,06:00-10:00,186,172,14,360,2025-07
2025-07-11,GOL,GO5513,08:25:00,06:00-10:00,144,105,39,360,2025-07
2025-07-11,GOL,GO6499,08:00:00,06:00-10:00,186,125,61,360,2025-07
2025-07-11,GOL,GO1370,09:40:00,06:00-10:00,144,124,20,360,2025-07
2025-07-11,GOL,GO5125,11:05:00,10:00-12:00,186,155,31,360,2025-07
2025-07-11,GOL,GO1941,12:20:00,12:00-16:00,162,139,23,360,2025-07
2025-07-11,GOL,GO2181,18:10:00,16:00-20:00,136,124,12,360,2025-07
2025-07-11,GOL,GO9600,02:10:00,20:00-06:00,144,128,16,360,2025-07
